CMB31.Poly	CMB9.Poly	Ctrl6.Poly	CX2.Poly	EV12.Poly	CMB8.Poly	Ctrl33.Poly	Ctrl38.Poly	EV26.Poly	EV4.Poly	CX14.Poly	CX39.Poly
Pbx2	762	681	876	809	1060	554	829	719	755	673	706	950
Pbx3	9	36	55	51	12	4	30	57	13	21	58	54
Pbx4	41	19	12	23	25	22	18	5	17	7	77	71
Pbxip1	1356	1389	861	1456	1929	1079	1002	658	826	924	2518	3344
Pcbd1	0	0	0	0	0	0	1	1	0	0	0	1
Pcbd2	78	73	46	67	109	61	60	43	40	53	88	131
Pcbp1	9500	6285	10681	7334	13195	4471	7476	6925	6507	5453	12615	13687
Pcbp2	6844	4914	6221	6886	8111	4727	7692	5901	5106	4754	10499	12632
Pcbp3	0	0	0	0	0	0	0	0	0	0	0	0
Pcbp4	450	402	97	348	344	191	68	68	108	158	531	538
Pcca	674	599	811	622	634	478	737	635	411	357	588	813
Pccb	1071	931	947	855	1393	682	869	745	738	515	716	852
Pcdh1	1	0	1	2	0	0	2	0	0	0	2	4
Pcdh10	2	1	1	3	1	2	1	0	2	0	0	0
Pcdh11x	2	0	0	0	0	0	0	0	0	0	0	0
Pcdh12	0	0	0	1	0	0	0	0	0	0	0	0
Pcdh15	1	1	1	0	0	0	0	1	0	2	0	0
Pcdh17	0	1	1	0	0	1	1	1	0	1	0	1
Pcdh18	0	0	3	0	0	0	0	0	0	0	0	0
Pcdh19	2	0	0	0	0	0	0	0	0	0	0	0
Pcdh20	0	0	0	0	0	0	1	0	2	0	0	0
Pcdh7	0	0	0	0	0	0	0	0	0	0	0	0
Pcdh8	0	0	0	0	0	0	0	0	0	0	0	0
Pcdh9	1	0	4	3	5	0	2	4	2	0	0	0
Pcdha10	0	0	0	0	0	0	0	0	0	0	0	0
Pcdha3	0	0	0	0	0	0	0	0	0	0	0	0
Pcdha4	0	0	0	0	0	0	0	0	0	0	0	0
Pcdha5	0	0	0	0	0	0	0	0	0	0	0	0
Pcdha6	0	0	0	0	0	0	0	0	0	0	0	0
Pcdha7	0	1	0	0	0	0	0	0	0	0	0	0
Pcdha8	0	0	0	0	0	0	1	0	0	0	0	0
Pcdha9	0	0	0	0	0	0	0	0	0	0	0	0
PCDHA9	6	0	1	0	0	1	0	0	1	0	0	0
Pcdhb1	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb10	0	0	2	0	0	0	2	0	0	0	0	0
Pcdhb11	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb12	0	0	0	0	0	0	1	0	0	0	0	1
Pcdhb13	0	0	0	0	0	0	1	0	0	0	0	1
Pcdhb14	3	3	3	4	6	1	2	2	2	3	0	0
Pcdhb15	0	1	0	0	0	0	0	1	0	0	0	0
Pcdhb16	2	0	2	1	0	0	2	3	0	1	0	0
Pcdhb17	0	0	2	0	0	0	0	1	2	0	0	0
Pcdhb18	0	0	0	1	0	0	0	2	0	2	0	0
Pcdhb19	0	0	0	0	0	0	0	0	0	1	0	0
Pcdhb2	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb20	0	0	1	0	0	0	0	0	0	0	0	0
Pcdhb21	0	1	2	0	3	0	0	0	2	0	0	0
Pcdhb22	16	8	17	9	9	7	13	13	25	6	1	2
Pcdhb3	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb4	0	0	0	1	0	0	0	0	0	0	0	0
Pcdhb5	0	0	0	0	0	0	0	0	1	0	1	1
Pcdhb6	0	0	1	0	1	1	0	0	0	0	0	0
Pcdhb7	0	0	0	0	0	0	0	1	0	0	0	0
Pcdhb8	1	0	0	0	0	0	0	0	0	0	0	0
Pcdhb9	1	0	0	2	0	0	0	0	0	0	0	0
Pcdhga1	0	4	2	0	1	0	0	1	0	1	0	0
PCDHGA12	6	2	4	1	5	3	3	3	4	3	0	0
Pcdhga2	1	0	0	1	0	0	0	0	0	0	0	0
Pcdhga4	2	0	0	1	0	0	0	1	0	0	0	0
Pcdhga5	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhga6	0	0	0	0	1	0	1	0	0	0	0	0
Pcdhga7	0	0	0	0	0	0	0	0	0	0	0	0
PCDHGA9	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhgb1	1	0	0	2	0	0	0	0	0	0	0	0
Pcdhgb2	1	0	1	0	1	0	0	0	0	0	0	0
Pcdhgb4	5	1	3	1	4	7	3	3	9	8	0	0
Pcdhgb5	16	3	10	11	14	1	9	4	0	3	0	0
Pcdhgb6	43	8	31	19	36	8	20	14	6	15	0	0
PCDHGB6	502	621	907	729	981	464	1032	729	557	610	0	0
Pcdhgb7	37	41	42	24	38	29	32	29	16	25	0	0
Pcdhgb8	0	0	0	0	0	1	2	0	0	0	0	0
Pcdhgc4	6	4	8	9	9	7	6	8	8	6	4280	5166
PCDHGC5	9	17	7	2	15	5	10	3	6	10	0	0
Pced1a	438	453	282	398	505	305	204	160	328	215	816	831
Pced1b	383	357	453	375	715	272	512	389	471	428	507	607
Pcf11	1955	1626	1998	2447	2628	1522	1693	1552	1709	1999	2116	2762
Pcgf1	166	93	141	99	171	71	146	75	140	113	128	197
Pcgf2	40	49	83	83	68	54	56	58	55	39	91	134
Pcgf3	450	556	898	576	690	267	906	680	503	563	378	542
Pcgf5	104	113	167	100	107	90	143	134	101	113	222	359
Pcgf6	719	607	546	813	803	326	280	256	334	373	700	912
Pcid2	937	722	760	867	1066	592	875	687	694	582	1078	1528
Pcif1	2083	1709	1653	1512	2711	1237	1699	1170	1600	1416	2887	3676
Pck1	2	3	2	1	1	0	1	2	0	0	1	2
Pck2	3761	3597	3498	2718	4710	2581	3019	2710	2814	2233	8963	10718
Pclo	4	6	2	2	6	2	7	2	1	4	11	6
Pcm1	1866	1694	2581	2229	2359	1248	1706	1657	1697	2053	1870	2507
Pcmt1	625	459	615	632	722	410	634	439	517	505	1060	1435
Pcmtd1	506	368	756	604	463	201	527	545	504	683	610	946
Pcmtd2	336	292	398	411	554	237	348	319	353	324	414	555
Pcna	18852	12557	16373	14932	15610	9084	10529	11245	10101	10013	13606	15366
Pcna-ps2	3109	2725	4096	3650	3133	2568	3485	3999	3064	3103	3361	4173
Pcnp	1234	1292	1980	1862	2135	827	1778	1598	1377	1439	990	1435
Pcnt	2366	1884	2288	2161	3154	1761	1954	1232	1536	1497	2846	3725
Pcnx	973	730	762	851	1668	628	877	586	771	580	896	1212
Pcnxl2	0	4	0	0	0	0	1	0	0	0	0	1
Pcnxl3	2689	2173	2062	2195	2918	1558	1701	1316	1664	1560	5153	5797
Pcnxl4	140	96	88	83	149	77	117	73	51	66	154	198
Pcolce	24	35	19	25	17	13	19	8	20	4	21	37
Pcolce2	1	1	0	0	0	0	0	0	0	0	0	0
Pcp2	1	2	2	2	5	5	3	1	0	4	0	2
Pcp4	2	5	0	31	2	4	0	0	4	0	1	1
Pcp4l1	0	1	0	0	0	0	0	0	0	0	1	0
Pcsk1	0	0	0	1	1	0	0	0	0	0	0	2
Pcsk2	24	17	14	11	25	10	18	12	10	9	30	32
Pcsk2os1	0	2	1	1	0	1	4	0	2	0	0	0
Pcsk2os2	0	0	0	2	0	0	0	0	0	0	0	0
Pcsk4	121	155	114	108	229	88	108	81	87	90	279	325
Pcsk5	1	0	0	0	0	0	0	4	1	0	0	0
Pcsk6	0	0	0	0	0	0	0	0	0	0	0	0
Pcsk7	720	595	661	781	987	547	780	543	622	565	1266	1619
Pcsk9	0	7	0	3	9	2	1	5	3	2	9	15
Pctp	646	575	625	570	965	463	647	562	583	455	423	581
Pcx	789	757	431	544	819	470	397	343	490	358	1397	1843
Pcyox1	626	619	1115	764	1302	531	1321	970	849	675	1048	1408
Pcyox1l	304	302	342	317	445	197	340	261	307	206	617	856
Pcyt1a	458	404	484	293	567	276	514	470	326	289	625	891
Pcyt1b	9	7	1	12	13	6	4	3	5	5	28	32
Pcyt2	1645	1504	1317	1287	2190	1287	1216	1206	1243	1075	3119	3767
Pdap1	2739	2697	1913	2128	2828	1469	2627	2127	2243	1749	1890	2681
Pdc	1	0	0	0	0	0	0	0	0	0	0	0
Pdcd1	0	0	0	0	0	0	1	0	0	0	0	5
Pdcd10	940	988	1199	1710	1391	577	684	674	763	878	781	1087
Pdcd11	4896	3612	3251	3762	4194	3105	3091	2294	2614	2554	6065	7393
Pdcd1lg2	2	4	0	14	13	13	0	1	13	10	3	2
Pdcd2l	725	460	433	441	556	316	347	407	373	396	1401	1476
Pdcd4	886	676	775	965	1397	829	819	696	923	884	566	805
Pdcd5	662	782	1035	932	1150	481	698	658	663	713	556	688
Pdcd6	911	615	934	1017	1147	676	1132	956	830	805	1250	1681
Pdcd6ip	3644	3026	3917	4276	4284	2063	2554	2231	2676	2589	3664	4481
Pdcd7	473	482	546	509	726	280	429	332	338	327	682	955
Pdcl	879	537	1069	1081	1103	525	850	770	776	670	610	826
Pdcl2	0	0	1	0	0	0	0	0	0	0	0	0
Pdcl3	1316	916	1396	1340	1418	1160	1203	1030	1107	1045	540	698
Pddc1	246	282	239	285	390	214	251	216	219	225	755	986
Pde10a	2	2	0	0	0	0	0	0	0	0	0	0
Pde11a	3	1	2	0	1	1	1	1	0	0	0	0
Pde12	2325	1888	2088	2114	2505	1447	1444	1350	1550	1464	2841	3227
Pde1a	1	0	1	0	1	1	1	0	1	1	2	2
Pde1b	251	248	170	340	399	252	193	112	185	210	458	743
Pde1c	1	0	0	3	0	0	0	0	0	0	0	0
Pde2a	10311	7563	7259	7981	11135	5535	6521	4933	6563	6149	17875	20128
Pde3a	6	2	2	1	4	2	1	0	2	2	0	0
Pde3b	810	809	1162	1279	1393	762	974	919	1075	1146	1264	1775
Pde4a	543	346	561	435	874	339	434	318	512	335	650	899
Pde4b	924	907	1124	1628	1628	712	758	583	958	748	1271	1967
Pde4c	59	55	60	57	70	53	90	48	68	60	64	88
Pde4d	1	1	0	1	0	0	2	0	0	0	0	0
Pde4dip	549	544	419	496	611	317	412	309	372	270	773	1051
Pde5a	7	4	5	0	8	3	4	3	2	2	18	21
Pde6a	0	0	0	0	0	0	0	0	1	0	2	1
Pde6b	3	8	2	1	7	2	1	2	1	7	2	7
Pde6c	0	1	0	0	0	0	0	4	0	1	0	0
Pde6d	245	216	228	263	370	156	242	190	141	173	484	610
Pde6g	12	11	7	8	10	11	9	4	8	2	28	45
Pde6h	6	12	5	10	8	1	4	8	12	8	18	19
Pde7a	1886	1689	1697	2252	2137	1466	1601	1299	1124	1453	1019	1330
Pde7b	0	0	2	2	2	0	1	0	1	3	0	0
Pde8a	6	22	338	16	145	9	334	268	126	154	26	37
Pde8b	5	14	11	6	7	9	5	3	5	7	13	7
Pde9a	0	0	1	0	0	0	0	0	0	0	0	0
Pdf	6	3	17	11	21	2	13	3	7	12	5	6
Pdgfa	0	0	0	0	0	0	0	0	0	0	0	0
Pdgfb	0	0	0	0	0	0	1	0	0	0	0	0
Pdgfc	0	0	1	0	0	0	0	0	1	0	0	0
Pdgfd	0	0	0	0	0	0	0	0	1	1	0	0
Pdgfra	0	1	0	0	0	0	0	0	0	0	0	0
Pdgfrb	1	0	0	5	0	0	1	0	0	0	0	0
Pdgfrl	1	1	0	2	3	4	2	0	0	2	2	6
Pdha1	5458	5007	4017	4928	4956	3705	3856	3630	3449	2974	4860	6148
Pdha2	0	0	0	0	0	0	0	0	0	0	0	0
Pdhb	2746	2408	2689	2398	2442	2018	2798	2728	2569	2444	2485	3297
Pdhx	1227	1074	1222	1155	1292	724	1120	968	888	774	1033	1395
Pdia2	0	1	0	1	0	0	0	0	0	0	2	1
Pdia3	2773	2952	5153	6413	4554	3145	4852	4180	3537	3763	2641	3651
Pdia4	2853	2823	6482	4380	6331	2228	6743	5105	4644	3851	2836	3901
Pdia5	4	30	1	3	32	30	3	2	12	2	0	1
Pdia6	4361	4158	3540	5073	4068	2944	2713	2584	2573	2089	5463	6637
Pdik1l	401	487	673	752	779	374	754	599	504	573	437	665
Pdilt	0	0	0	0	0	0	0	1	0	0	0	0
Pdk1	5641	6041	4773	6806	7341	4401	4241	3361	4378	3623	6600	9091
Pdk2	5	1	6	3	8	18	17	15	2	13	2	1
Pdk3	876	996	1093	1297	1148	799	1029	924	948	869	878	1356
Pdk4	1	2	6	4	2	4	6	3	2	0	3	4
Pdlim1	2524	1578	2451	2381	3048	2002	2853	2529	2449	2208	2246	2771
Pdlim2	332	266	403	430	621	209	264	228	206	235	190	217
Pdlim3	43	49	15	27	46	20	28	29	18	19	53	70
Pdlim4	3	0	0	0	0	0	0	0	0	0	0	0
Pdlim5	884	708	762	880	1033	666	523	405	524	474	707	879
Pdlim7	182	198	282	285	372	111	131	100	138	121	152	202
Pdp1	250	289	399	411	439	195	330	291	375	294	288	422
Pdp2	1685	1397	1543	1558	1922	932	1213	1099	1013	837	1799	2329
Pdpk1	2967	2382	3152	3126	3697	2026	2516	2144	2652	2504	3071	4042
Pdpn	0	0	0	0	0	0	0	0	0	0	0	0
Pdpr	1171	1066	967	1234	1303	1046	1157	878	974	794	1584	2230
Pdrg1	868	616	681	839	1005	440	635	471	457	471	1209	1485
Pds5a	5441	6771	8116	6975	6802	3732	5589	5361	5362	5698	5271	7779
Pds5b	5384	4228	5426	4557	4435	2925	4179	3880	3587	4154	3902	5346
Pdss1	522	455	466	482	444	339	299	330	301	332	433	601
Pdss2	201	207	177	164	260	88	123	106	122	160	296	408
Pdx1	0	0	1	1	0	0	0	0	1	0	1	0
Pdxdc1	1095	964	1177	1121	1267	761	1031	867	672	738	1071	1351
Pdxk	1607	1257	1507	1268	2115	996	1669	1309	1530	1094	2811	3306
Pdxk-ps	11	13	7	7	14	19	12	5	9	12	25	24
Pdyn	0	0	0	0	0	0	0	0	0	0	0	0
Pdzd11	602	480	799	603	940	399	809	732	561	516	316	402
Pdzd2	329	101	259	169	42	68	273	172	26	162	78	61
Pdzd3	0	0	0	0	0	0	1	0	0	1	3	2
Pdzd4	13	14	15	3	23	6	11	9	25	23	9	14
Pdzd7	0	2	0	0	0	0	3	0	0	1	1	0
Pdzd8	1822	1467	2392	2585	2860	1270	2170	1641	2079	1908	1883	2831
Pdzd9	1	3	4	1	0	3	0	1	1	6	1	4
Pdzk1	2	0	0	3	0	0	0	0	0	0	0	1
Pdzk1ip1	0	0	0	0	0	0	0	0	0	0	0	0
Pdzrn3	1	0	1	1	0	0	0	0	0	0	0	0
Pdzrn4	4	12	4	4	5	1	7	5	2	2	12	15
Pea15a	15	17	11	6	16	4	4	5	11	15	25	25
Peak1	623	516	656	960	978	626	629	434	616	574	0	0
Peak1os	0	0	1	0	0	0	0	0	0	2	0	0
Pear1	232	399	633	569	697	352	547	448	390	508	806	1080
Pebp1	4709	5211	2709	3376	5102	2912	2928	2515	3038	2497	10236	11188
Pebp4	0	0	0	0	0	0	0	0	0	3	0	1
Pecam1	1450	1189	1581	2189	2149	1211	1907	1358	1776	1345	1605	2392
Pecr	167	165	191	149	247	170	219	198	158	109	236	294
Pef1	596	653	577	478	680	397	513	439	442	379	1437	1756
Peg10	0	0	0	0	0	0	0	0	0	0	0	0
Peg12	1	1	2	0	4	0	2	3	0	5	22	16
Peg3	1	1	0	1	0	0	0	0	0	0	0	0
Peli1	483	473	612	687	645	411	581	461	434	511	586	899
Peli2	1	0	0	0	0	0	0	1	0	0	0	0
Peli3	6	1	4	5	2	3	0	5	3	4	6	4
Pelo	1869	1667	1131	1666	2052	981	979	859	976	778	2670	3353
Pelp1	2607	2040	1957	2174	2777	1657	1358	1190	1805	1520	4611	4905
Pemt	99	83	55	48	81	63	53	40	42	49	116	114
Penk	1	1	0	1	0	0	0	0	0	0	3	3
Peo1	1329	1170	1241	1467	2004	838	1172	883	1096	862	1909	2546
Pepd	801	718	597	669	833	566	518	473	507	511	1068	1238
Per1	2925	2227	1702	2391	2856	1787	1313	1279	1940	1603	3568	4081
Per2	801	603	471	869	1116	501	605	445	601	571	913	1170
Per3	159	241	127	216	336	163	181	105	175	132	346	416
Perm1	4	1	3	7	10	1	3	3	0	9	0	0
Perp	0	0	1	0	0	0	0	0	0	0	0	0
Pes1	5249	3854	3697	4036	4442	4004	3435	3180	3621	2980	4380	5009
Pet100	636	800	821	777	902	717	1228	784	646	649	505	478
Pet2	0	0	0	0	0	0	0	0	0	0	0	0
Pex1	243	317	268	282	316	171	252	177	202	196	308	413
Pex10	371	417	316	376	451	313	316	244	285	264	406	479
Pex11a	17	5	2	15	15	14	3	2	6	3	24	54
Pex11b	880	701	459	791	884	658	427	348	440	418	1760	2366
Pex11g	51	49	36	40	93	45	45	33	30	32	0	0
Pex12	153	153	203	189	274	139	198	180	189	149	352	432
Pex13	537	411	583	626	511	415	511	443	463	461	641	854
Pex13-ps	31	27	26	25	17	15	27	12	21	14	0	0
Pex14	963	802	554	731	971	543	457	348	537	484	1302	1549
Pex16	432	313	330	253	384	246	260	242	252	221	631	714
Pex19	1499	1247	1252	1243	1912	925	1183	1118	1183	1030	2653	3185
Pex2	625	599	491	665	675	486	400	378	325	414	605	856
Pex26	170	143	254	150	323	127	244	179	203	159	342	399
Pex3	311	282	366	428	369	294	339	289	334	341	219	312
Pex5	807	1112	772	583	999	423	598	529	556	454	1555	1945
Pex5l	0	1	2	0	0	0	0	0	0	0	0	0
Pex6	872	1070	595	936	1026	779	431	466	489	519	1992	2136
Pex7	891	753	863	757	993	563	743	680	675	649	825	982
Pfas	11633	8560	6118	6925	9475	6638	4972	4572	6155	5120	17908	19524
Pfdn1	280	317	428	432	529	220	364	277	297	296	414	553
Pfdn2	514	394	461	516	650	360	563	433	381	374	575	689
Pfdn4	457	478	473	546	563	332	452	417	436	454	465	634
Pfdn5	2596	2191	2590	3180	3097	1885	2979	2325	1705	1810	1643	1888
Pfdn6	1530	1296	1190	1418	1900	777	1251	878	950	776	0	0
Pfkfb1	63	60	85	79	82	52	54	75	57	64	60	91
Pfkfb2	75	77	69	69	109	54	114	55	64	77	223	326
Pfkfb3	1856	1363	1854	1394	2186	1292	2119	1739	1745	1371	1739	2206
Pfkfb4	76	59	48	77	69	51	43	37	38	46	109	145
Pfkl	10922	9488	6877	7561	10063	6596	6049	5587	5712	5330	21773	22891
Pfkm	653	638	390	492	673	538	517	468	377	397	1166	1398
Pfkp	6176	6547	5931	4528	7631	4051	5708	4745	4399	3636	10502	12037
Pfn1	21488	22230	23309	32458	37543	15491	17084	13972	19568	15004	21003	23192
Pfn2	193	60	377	65	196	16	382	388	154	147	91	111
Pfn4	1	4	3	0	1	2	0	0	0	0	1	0
Pfpl	0	1	0	0	0	0	0	0	0	0	0	0
Pga5	0	0	1	0	0	0	0	0	0	0	0	0
Pgam1	12019	10707	8036	10480	15279	8406	9427	7215	8261	6846	21301	24835
Pgam1-ps1	948	947	593	805	983	618	569	495	537	417	1415	1588
Pgam1-ps2	2894	2705	1746	2213	2982	2062	1959	1653	1718	1372	7900	8788
Pgam2	28	23	7	30	33	26	30	17	14	18	50	51
Pgam5	677	742	514	602	771	397	506	402	534	374	1078	1397
Pgap1	131	186	131	230	133	148	111	106	99	105	187	276
Pgap2	183	226	194	212	298	172	239	173	200	165	480	622
Pgap3	205	183	234	170	247	155	226	201	171	144	176	177
Pgbd1	2	2	4	2	0	3	6	4	5	1	8	14
Pgbd5	0	0	0	0	1	0	0	0	0	1	0	3
Pgc	0	0	0	0	2	0	0	0	0	0	0	0
Pgd	4498	3788	3480	3835	4602	3316	3648	3261	3248	2764	4829	5584
Pgf	0	0	0	2	0	1	0	0	1	0	0	0
Pggt1b	967	768	834	1031	1043	622	883	787	678	609	935	1296
Pgk1	17215	14545	14297	16634	19833	12750	14940	13261	12276	11391	32457	39531
Pgk1-rs7	3002	3084	2722	3070	3622	2604	3141	2747	2467	2354	14429	17687
Pgk2	0	0	0	0	0	0	0	0	0	0	0	0
Pgls	4384	3867	3661	2928	5077	2375	2963	2255	2518	2499	5581	5820
Pglyrp1	0	1	0	0	0	0	0	0	0	0	0	2
Pglyrp2	1	4	1	5	2	7	0	3	0	1	6	2
Pglyrp3	0	0	0	0	0	0	0	0	0	0	0	0
Pglyrp4	0	0	0	0	0	0	0	0	0	1	0	0
Pgm1	955	1155	1078	959	1156	835	1001	911	965	794	597	795
Pgm2	1854	2176	1485	1497	2138	1983	1665	1573	1470	1319	3899	4372
Pgm2l1	473	444	647	492	507	314	582	439	434	459	516	674
Pgm3	489	321	466	396	454	266	265	243	295	313	520	663
Pgm5	1	5	1	3	2	2	0	0	0	1	4	4
Pgp	534	471	403	457	616	223	268	195	195	235	1744	1745
Pgpep1	848	663	994	709	1117	652	945	967	954	914	1066	1223
Pgpep1l	0	2	0	0	0	1	0	0	0	0	0	0
Pgr	0	0	0	3	0	0	0	0	0	0	0	0
Pgr15l	1	0	0	0	0	0	0	0	0	0	0	0
Pgrmc1	543	577	709	555	790	309	666	511	434	389	711	857
Pgrmc2	777	730	688	1050	1252	550	870	586	625	578	597	802
Pgs1	981	833	664	745	1086	541	792	474	597	524	1835	2396
Phactr1	5	9	4	10	9	2	6	9	6	7	1	2
Phactr2	2	5	6	4	4	1	8	10	2	1	0	2
Phactr3	1	2	1	3	1	0	1	2	0	1	1	3
Phactr4	712	617	803	780	1111	494	884	681	844	707	534	813
Phax	687	534	734	808	956	464	672	583	632	640	564	712
Phb	5802	4717	3998	4654	5354	2609	2623	2276	2360	1924	6919	8036
Phb2	13521	11992	16569	13609	23044	11142	19262	15794	19611	12623	9406	11494
Phc1	627	441	1205	626	1183	319	1018	867	794	606	329	438
Phc2	2869	2680	2518	2640	3859	1807	2349	2043	2354	2094	3226	3929
Phc3	1451	1302	1178	1911	2019	1129	1175	917	915	1131	965	1325
Phex	11	11	11	7	10	5	10	10	5	9	14	20
Phf1	81	63	86	88	141	65	73	48	56	53	126	141
Phf10	1549	1511	1475	1803	2010	996	1461	1199	1192	1152	1471	2115
Phf11a	20	9	8	11	18	17	7	4	9	10	4	2
Phf11b	82	50	47	108	79	70	31	21	120	44	12	11
Phf11c	29	20	19	23	32	19	17	17	14	15	18	51
Phf11d	14	11	5	17	22	9	13	2	9	7	8	6
Phf12	1569	1228	1817	1940	2755	1096	1846	1225	1557	1291	1583	2193
Phf13	191	188	215	242	263	97	155	113	93	98	357	511
Phf14	886	1085	1879	1224	1998	672	1176	1160	1426	1223	921	1184
Phf19	2486	1844	2304	1810	2934	1400	2229	1823	1996	1811	2808	3446
Phf2	2617	1725	2203	2075	3028	1728	2675	1845	2064	1708	2883	3872
Phf20	1365	953	962	1096	1132	818	885	675	740	729	1474	1902
Phf20l1	904	829	1304	1057	1114	577	979	888	883	1020	758	1032
Phf21a	195	149	238	205	349	151	268	179	157	156	151	193
Phf21b	38	21	67	23	65	19	33	26	29	31	39	74
Phf23	1398	948	1455	1518	1738	875	1366	1110	1177	982	1880	2458
Phf2os1	37	30	27	23	26	37	40	34	18	31	0	0
Phf3	1235	1142	1481	1224	1534	1117	1344	1109	1200	1084	1221	1838
Phf5a	1295	1168	1310	1358	1718	812	1850	1310	1197	1216	1547	1954
Phf6	1314	1019	1537	1703	1447	782	1053	981	1071	1250	1077	1620
Phf7	130	159	198	135	207	88	133	92	135	127	213	229
Phf8	1354	1044	1387	1384	1655	1096	1360	1088	1250	1131	1119	1425
Phgdh	27031	23305	11631	18662	22267	17271	9005	8785	11843	10661	38854	39070
Phip	1907	1659	2476	2909	2722	1628	1974	1484	1956	2314	2324	3174
Phka1	806	749	684	606	708	461	605	544	543	506	1080	1470
Phka2	2341	1772	2468	2018	2956	1665	2369	2141	2012	1963	2094	2617
Phkb	285	260	329	378	468	229	332	325	312	262	343	487
Phkg1	21	42	9	9	30	17	12	7	11	16	11	21
Phkg2	341	257	272	261	414	248	238	186	206	233	516	643
Phlda1	39	47	16	119	24	15	5	6	4	4	202	231
Phlda2	0	0	0	0	0	0	0	0	0	0	0	0
Phlda3	30	0	8	74	29	26	8	9	1	25	11	36
Phldb1	2	0	0	3	7	1	0	0	7	1	8	3
Phldb2	0	1	1	0	0	0	0	0	0	0	0	1
Phldb3	273	131	357	275	461	154	244	189	233	259	368	436
Phlpp1	494	414	660	530	825	409	668	503	572	531	710	940
Phlpp2	649	458	536	752	886	474	593	430	526	439	673	861
Phospho1	6	7	0	0	5	2	9	0	4	2	5	7
Phospho2	280	241	371	362	371	143	291	226	256	277	283	402
Phox2a	0	0	1	1	0	0	1	0	0	0	0	2
Phox2b	0	0	0	0	0	0	0	0	0	0	0	0
Phpt1	11	16	14	24	19	14	10	10	11	13	88	127
Phrf1	5620	4726	5363	5471	7207	4089	4472	3692	4230	3940	5618	7104
Phtf1	343	285	309	445	396	271	323	203	214	233	470	602
Phtf1os	4	13	1	11	10	10	1	11	2	6	0	0
Phtf2	811	968	904	1055	1017	536	978	763	805	605	850	1262
Phxr2	1	0	0	2	3	0	0	0	0	0	1	1
Phxr4	5	2	0	5	5	5	1	1	3	11	3	3
Phyh	98	64	110	113	161	110	133	116	84	111	70	103
Phyhd1	10	5	4	1	9	3	6	5	4	0	18	17
Phyhip	0	1	1	2	1	0	0	0	0	0	0	0
Phyhipl	0	0	0	0	0	0	0	0	0	1	0	0
Phykpl	1026	1045	524	831	1069	798	598	403	535	547	0	0
Pi15	35	24	31	47	68	22	16	45	48	30	28	57
Pi16	5	15	8	3	8	3	7	3	6	9	18	20
Pi4k2a	727	592	696	718	1099	457	665	479	662	549	1166	1585
Pi4k2b	184	243	294	188	386	135	270	247	218	231	285	380
Pi4ka	5418	3480	5204	4541	5672	3410	4245	3521	3687	3217	4761	5398
Pi4kb	2314	1897	1548	2445	2973	1817	1660	1216	1363	1361	2686	3454
Pianp	3	1	2	0	0	0	0	1	2	0	2	4
Pias1	1111	829	2048	1698	1649	862	1210	1004	1120	1234	887	1232
Pias2	1021	1002	1220	1209	1439	733	959	857	870	879	629	860
Pias3	238	170	162	199	262	162	143	86	116	125	272	328
Pias4	872	649	722	753	944	510	548	422	633	542	1056	1217
Pibf1	144	107	157	211	162	87	161	157	157	158	226	290
Picalm	2707	2547	4046	3365	3607	1787	2942	3002	2698	2843	2811	3997
Pick1	341	313	253	268	426	213	262	182	253	237	327	440
Pid1	1	1	2	4	3	1	4	3	2	0	10	9
Pidd1	808	626	722	826	1188	455	666	542	700	719	0	0
Piezo1	4020	2907	3521	3868	4579	2955	3831	2747	3116	2561	4656	5618
Piezo2	1	0	2	0	0	0	0	1	4	0	0	0
Pif1	1322	929	1177	1083	1425	569	993	773	581	723	2836	3341
Pifo	0	1	0	1	0	0	0	0	0	2	1	1
Piga	447	457	434	457	492	368	462	350	256	307	518	663
Pigb	475	415	496	577	728	448	518	386	450	393	422	487
Pigc	135	102	132	131	206	121	184	109	123	117	139	222
Pigf	59	107	117	128	121	75	111	116	118	101	98	138
Pigg	304	397	389	342	384	221	342	291	295	207	615	779
Pigh	288	247	315	242	287	180	266	188	162	203	218	250
Pigk	858	661	583	769	697	543	606	506	410	413	655	862
Pigl	241	226	294	214	479	179	326	241	301	209	250	292
Pigm	1480	1363	1248	1467	1738	1007	1246	1001	1094	1069	1448	1777
Pign	409	372	553	473	544	287	481	427	370	355	536	806
Pigo	395	400	406	438	582	296	371	286	348	351	1020	1337
Pigp	114	163	137	136	144	126	92	88	97	123	173	227
Pigq	2143	1643	1943	1879	2832	1483	1835	1378	1878	1439	2500	3162
Pigr	4	2	2	7	1	5	0	0	4	2	1	0
Pigs	1793	1704	1760	1631	2490	1329	1449	1292	1791	1362	2031	2382
Pigt	3921	3189	4542	3868	5473	2888	4278	3152	4515	3164	3626	4402
Pigu	1243	1185	1551	1496	1471	1101	1311	1116	1163	995	1117	1351
Pigv	250	247	213	215	309	169	199	136	165	149	375	449
Pigw	369	297	279	266	288	223	220	211	200	214	377	546
Pigx	253	225	325	321	340	216	299	245	268	227	311	434
